,EDA,rise_time,max_deriv,amp,decay_time,SCR_width,AUC
2019-05-21 02:12:52.500000,3.53100620895,3.5,0.261982746472,0.385492821698,1.875,2.875,1.10829186238
2019-05-21 02:13:32.125000,4.2877154206,2.375,0.360420259771,0.390069609308,1.375,2.125,0.82889791978
2019-05-21 02:15:11,5.67629089178,2.125,0.366229146386,0.325807488895,1.75,2.375,0.773792786127
2019-05-21 02:16:41.625000,7.65282035171,4.0,0.354666563259,1.41315491117,1.75,4.0,5.65261964467
2019-05-21 02:20:50.625000,9.5208541244,2.25,0.280578685542,0.531754168148,1.25,2.5,1.32938542037
2019-05-21 02:21:01,9.13682421821,2.375,0.267897951118,0.331240558338,2.25,3.125,1.03512674481
2019-05-21 02:22:59.250000,8.17517621931,2.125,0.26263256201,0.384768848985,1.75,3.25,1.2504987592
2019-05-21 02:24:01,10.236259659,2.0,0.583246725432,0.69024763449,2.125,3.0,2.07074290347
2019-05-21 02:26:20.875000,8.33973707582,2.25,0.354897413035,0.45709609601,1.875,2.875,1.31415127603
2019-05-21 02:30:42,7.77731628762,4.0,0.148124945104,0.250052695085,0.5,2.75,0.687644911483
2019-05-21 02:30:51.250000,7.19582674062,2.125,0.118427607357,0.405071054366,,,
2019-05-21 02:32:03.875000,7.81006178951,2.375,0.163512916534,0.191420997728,1.5,2.25,0.430697244888
2019-05-21 02:32:30.625000,7.97635871293,2.5,0.0943624095475,0.223825640546,1.5,3.0,0.671476921637
2019-05-21 02:34:42.875000,7.90244710646,2.0,0.762968758571,0.646564548595,,,
2019-05-21 02:40:08.375000,5.90019727482,2.5,0.222048275829,0.436932005893,2.875,4.125,1.80234452431
2019-05-21 02:40:58.250000,5.86447070961,3.375,0.239765767941,0.342494837462,2.75,3.875,1.32716749517
2019-05-21 02:41:21.875000,5.77278439081,2.375,0.365405668644,0.412453562694,,,
2019-05-21 02:42:52.875000,5.02798224608,2.0,0.194566939999,0.343240945478,,,
2019-05-21 02:43:14.750000,5.64760114707,2.25,0.600474650394,0.600898095557,2.5,3.5,2.10314333445
2019-05-21 02:43:50.250000,5.55653715026,2.25,0.559491563522,0.657098163981,2.5,3.625,2.38198084443
2019-05-21 02:44:32.250000,4.51771290702,2.25,0.0866754438938,0.130900822312,2.5,3.625,0.474515480881
2019-05-21 02:44:45.500000,4.66915642196,2.75,0.113434930204,0.164507766534,,,
2019-05-21 02:45:02.625000,5.34478995434,3.5,0.209118692847,0.954065685906,,,
2019-05-21 02:45:26.375000,5.2388549119,2.125,0.198603057679,0.219635538416,2.0,2.875,0.631452172947
2019-05-21 02:46:08.875000,5.2143935247,2.375,0.385314631814,0.80148863579,3.0,4.375,3.50651278158
2019-05-21 02:46:26,5.57584393359,2.25,0.859196104901,1.01415961472,2.875,3.875,3.92986850705
2019-05-21 02:46:54.625000,5.27279581941,2.625,0.2282086746,0.619645981009,1.0,2.625,1.62657070015
2019-05-21 02:47:27,5.26664251104,2.375,0.34416059429,0.401301441672,2.0,3.25,1.30422968543
2019-05-21 02:47:37.125000,5.38218799124,2.25,0.544516408198,0.551764181574,2.75,3.75,2.0691156809
2019-05-21 02:50:42.625000,4.50897504416,2.875,0.206302783238,0.345324652464,2.875,4.25,1.46762977297
2019-05-21 02:51:16.875000,4.57789273564,3.75,0.407365422075,0.596814882239,3.125,4.375,2.6110651098
2019-05-21 02:52:39.375000,3.78504407278,2.875,0.213971832336,0.180883953984,1.0,1.5,0.271325930976
2019-05-21 02:53:07.250000,3.52193629592,2.125,0.111066168643,0.127335859625,2.125,3.375,0.429758526233
2019-05-21 02:53:36.750000,3.50420411919,2.25,0.209322615129,0.253677002933,2.5,3.5,0.887869510267
2019-05-21 02:54:08.250000,4.46115544984,2.5,0.537756269387,0.599001216847,3.375,4.25,2.5457551716
2019-05-21 02:54:23,4.82091365778,2.5,0.305391522603,0.491807886801,1.5,2.625,1.29099570285
2019-05-21 02:54:47.875000,4.04544740007,2.25,0.124043800197,0.168798966853,2.375,3.625,0.61189625484
2019-05-21 02:54:58.875000,4.19109305351,2.5,0.142591830682,0.211210893553,1.875,3.0,0.633632680659
2019-05-21 02:58:05.625000,4.20782930954,3.125,0.0549212040288,0.183072346411,3.125,4.875,0.892477688755
2019-05-21 03:00:37.625000,3.98936707634,2.0,0.443536263957,0.558706843457,,,
2019-05-21 03:01:32.625000,3.72161042798,2.375,0.245228640229,0.351662596369,2.125,3.125,1.09894561365
2019-05-21 03:01:46.500000,3.68223386518,2.0,0.165486135865,0.20996881703,2.125,3.0,0.629906451091
2019-05-21 03:02:40.125000,3.43570303001,2.25,0.192549324023,0.227182306235,2.25,3.375,0.766740283543
2019-05-21 03:06:32.125000,4.47350867045,2.625,0.719843209548,0.901749902909,,,
2019-05-21 03:06:49.875000,4.86429433637,1.875,0.974721038469,0.904269518533,1.75,2.375,2.14764010652
2019-05-21 03:07:59.625000,3.83994561515,4.0,0.120674243462,0.509643131265,,,
2019-05-21 03:08:09.500000,3.80950066084,2.75,0.0748823718449,0.158476812069,1.625,3.0,0.475430436206
2019-05-21 03:10:09.375000,3.26392523966,2.5,0.101659000206,0.14932716587,,,
2019-05-21 03:10:18,3.30751352853,2.0,0.0659892980701,0.0788480128538,2.625,3.75,0.295680048202
2019-05-21 03:14:40.500000,2.38637137066,2.625,0.0547004218414,0.111918150745,,,
2019-05-21 03:16:22.125000,2.08250227584,2.375,0.0549121916407,0.056036175032,2.0,3.125,0.175113046975
2019-05-21 03:16:51.750000,3.16310635717,2.25,0.502692449652,0.481924828266,2.125,2.875,1.38553388127
2019-05-21 03:17:23,2.66591644771,2.0,0.0977049904124,0.105286293456,2.0,2.75,0.289537307005
2019-05-21 03:17:59.375000,2.88216766684,2.875,0.150592982135,0.358510028001,1.25,2.625,0.941088823502
2019-05-21 03:18:16.750000,4.03503348132,3.25,0.436428828584,1.65293939992,,,
2019-05-21 03:20:20.375000,4.00537977134,2.125,0.172117718234,0.610880123578,3.125,4.625,2.82532057155
2019-05-21 03:20:59.625000,3.03502142799,2.0,0.0450351326886,0.0443756195602,1.375,2.5,0.1109390489
2019-05-21 03:21:20.875000,2.91856542134,2.875,0.0297793764844,0.0548854874466,2.125,3.625,0.198959891994
2019-05-21 03:22:05.625000,3.7100914151,2.375,0.371476341361,0.621660459897,3.625,5.125,3.18600985697
2019-05-21 03:22:55.500000,3.43746190921,3.125,0.456585782583,0.57069704999,,,
2019-05-21 03:23:52.250000,3.34112656393,2.125,0.0530132165314,0.103852147828,1.875,3.125,0.324537961962
2019-05-21 03:23:59.500000,3.99264325625,2.375,0.290037476632,0.543636598864,2.375,3.75,2.03863724574
2019-05-21 03:24:45.125000,2.4940575877,2.125,0.0548129079089,0.0489291512744,0.75,1.375,0.0672775830022
2019-05-21 03:25:05.375000,3.09129404797,3.25,0.252725281144,0.411052515125,2.375,3.5,1.43868380294
2019-05-21 03:25:15.875000,3.33558309016,2.0,0.479035335,0.660937385169,,,
2019-05-21 03:25:49,3.72318472921,2.25,0.293069687299,0.367321925236,2.375,3.25,1.19379625702
2019-05-21 03:26:17.125000,4.05705375199,3.0,0.686145961209,0.991132032159,,,
2019-05-21 03:26:25.500000,4.63906047868,2.625,0.619038546093,0.940438491751,2.0,3.25,3.05642509819
2019-05-21 03:27:33.500000,3.82253554533,2.125,0.22796787365,0.32969925521,2.625,3.5,1.15394739324
2019-05-21 03:28:17.250000,4.43894440309,2.625,0.855151001035,1.0935865385,3.625,4.625,5.05783774054
2019-05-21 03:30:53.625000,3.91195918054,2.625,0.464006475518,0.703105849747,3.75,5.0,3.51552924874
2019-05-21 03:31:05.500000,4.19048793793,2.0,0.621760960126,0.643444191659,,,
2019-05-21 03:31:34.875000,4.16855400816,2.0,0.493859236531,0.502872311555,2.25,3.25,1.63433501255
